gene_short_name,V515-06187-A1,TNT-252,TNT-313,TNT-1,TNT-265,TNT-94,TNT-98,TNT-296,TNT-133,TNT-225,TNT-201
ABCA8,1.07397,8.54573,11.8392,47.3435,2.63255,2.8494900000000003,46.1161,12.0717,75.7969,19.7157,6.476459999999999
ADRA2A,0.196819,0.30338699999999996,0.166689,0.120636,0.8604940000000001,0.0,0.44963000000000003,0.51861,0.598187,0.313514,0.195692
AKAP12,3.7524300000000004,3.3419300000000005,5.92393,4.00906,4.09434,20.2867,5.98117,3.8555,6.895230000000001,11.700999999999999,12.689
ALDH3B2,34.613,0.0,0.129083,8.46557,7.944780000000001,22.8759,8.66927,2.50943,15.4526,0.0,8.55663
APOD,101.54799999999999,7.803389999999999,68.6262,6.4374,3.24389,147.095,165.22799999999998,16.3223,152.924,86.1188,127.635
ART3,19.2103,0.337303,5.75635,0.194101,29.0535,22.2765,0.23561300000000002,4.89082,16.1857,44.2138,64.8882
ASPN,31.1651,15.8789,30.4671,38.4711,6.48189,57.3841,28.8722,13.9013,99.3177,112.76799999999999,46.2732
AZGP1,64.9749,7.40158,86.0315,13.4994,109.885,70.096,5.12935,0.852334,81.6664,68.2212,651.6469999999999
BLVRB,6.57613,0.871201,2.56904,23.8841,2.82875,1.2002899999999999,6.782489999999999,0.378983,3.9630300000000003,0.9385680000000001,2.21732
C7,0.29143,24.0301,2.9121599999999996,0.277686,16.1298,0.887843,25.5063,12.4669,10.3059,7.47819,4.18576
CCL5,1.03708,2.64418,6.95546,5.85725,6.73407,4.1359900000000005,25.8249,2.0144,11.4843,2.44293,3.4542599999999997
CD36,36.5005,13.2741,7.603460000000001,12.6625,69.7685,22.7489,44.3127,18.1203,123.501,47.8398,37.1595
CD52,5.15236,437.32099999999997,146.87,28.6878,370.82300000000004,0.0,94.6313,23.3851,56.1498,54.5642,17.2804
CDC20,19.1111,7.2855,4.3525599999999995,10.419,22.7002,6.503340000000001,1.1533799999999998,21.6756,9.27248,16.8549,15.1737
CHI3L1,52.4824,0.06820520000000001,122.696,5.10433,22.1167,2.53769,4.2127300000000005,10.3386,0.874603,13.4776,27.7612
COL2A1,124.822,0.0,0.48526499999999995,0.0,0.12088499999999999,6.00303,0.0772557,0.27657800000000005,0.0,2.20486,0.10346400000000001
COL5A1,145.37,2.7804599999999997,57.3617,136.494,6.09765,28.5161,42.4369,16.8683,68.0468,113.037,60.1661
COL5A2,202.313,6.948989999999999,79.4514,181.264,8.16721,26.9307,46.0351,13.0316,83.052,173.274,118.01899999999999
CRAT,3.09639,0.663326,0.906711,8.602030000000001,2.73679,8.31426,25.9658,1.49166,2.03308,1.33989,6.1247300000000005
