gene_short_name,V515-06187-A1,TNT-321,TNT-325,TNT-57,TNT-50,TNT-104,TNT-304,TNT-69,TNT-16,TNT-271,TNT-79
KMO,1.44589,5.43145,0.0,1.47099,11.1279,84.6825,5.78913,4.3813699999999995,43.0574,9.41635,1.6058
KRT14,118.37100000000001,0.558435,3.03677,1136.84,1233.01,7.579289999999999,8.99563,60.1135,10.3312,2.72891,171.011
KRT16,91.0343,0.667732,3.34785,139.312,553.128,2.51083,29.6355,49.5287,1.6001100000000001,46.2,83.4711
KRT17,105.34700000000001,0.23003200000000001,0.47600699999999996,701.9860000000001,379.87199999999996,5.32091,10.112,14.8796,14.8626,14.5706,32.8539
KRT6A,54.2242,0.310825,34.6454,57.0774,1349.87,1.85392,1.43897,58.98,0.816802,119.98200000000001,20.3192
KRT6B,86.6584,0.199049,124.62899999999999,140.572,247.092,1.5265799999999998,9.099089999999999,7.0408100000000005,1.4048399999999999,7.46643,23.7109
KYNU,14.7879,4.2388699999999995,10.7773,10.002,7.27038,4.028980000000001,4.4863,3.73245,76.4536,11.4863,2.35815
LBP,0.573258,0.29225500000000004,0.0,0.338633,0.41746300000000003,0.0,0.307366,0.49103500000000005,16.8719,1.15844,0.166403
LHFP,2.0952,0.10813800000000001,1.67851,1.29417,2.67659,1.52339,0.0947361,0.5959979999999999,1.91694,0.9863430000000001,0.659155
MFAP4,1.60954,0.0,0.145341,5.1227599999999995,5.69762,5.7849699999999995,0.0,0.351571,33.4724,0.8054600000000001,0.33054
MIA,21.0747,2.7576,0.0,0.850025,3.17113,0.0,13.4175,34.2175,0.250469,3.92295,21.456
MID1,36.2366,7.1310199999999995,13.4752,33.3046,33.7614,11.3684,11.3562,20.8948,17.0436,12.7798,32.2369
MYBL1,4.603619999999999,16.0403,6.891660000000001,10.4917,31.0013,3.33825,64.9785,59.0741,5.06878,22.5291,36.9854
NEK2,17.1321,22.3191,31.5251,35.0042,14.2564,5.31843,21.4632,36.3432,4.06294,25.2859,21.0285
NTN3,0.023557599999999998,0.057666699999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0300728,0.0
OGN,1.27872,21.7832,31.1962,16.0085,7.41343,75.4417,6.47238,15.7295,107.645,16.0821,6.74862
PI3,0.0,1.18232,151.46200000000002,0.744111,0.342042,0.0,0.0,0.0,0.0,0.380187,0.596709
PLEKHB1,14.583,0.24111999999999997,0.0,5.52137,0.336417,0.0,0.441845,0.47036400000000006,0.257994,1.52853,2.83392
PMAIP1,1.6239299999999999,5.21404,5.23496,3.21203,1.5122200000000001,0.0,2.78943,2.0832599999999997,0.652403,3.5981099999999997,2.22611
PSMB9,0.0,10.169,24.3438,3.9861800000000005,3.5819099999999997,1.0381799999999999,8.812510000000001,5.87836,2.22437,11.5524,13.777999999999999
PTGDS,1.49063,0.17015999999999998,0.0,0.8711840000000001,1.76951,3.24923,0.406698,0.59451,3.8985800000000004,4.04427,0.10525999999999999
RARRES3,10.7933,9.3398,51.3022,4.60827,6.06596,0.484158,21.8538,4.410819999999999,35.4638,18.4448,23.8117
RTP4,0.772275,0.9759120000000001,0.0,3.89184,2.39764,0.141051,5.27146,0.7497020000000001,0.47304300000000005,4.43542,0.735006
S100A1,196.638,0.0,0.0,39.311,57.1312,0.42918,40.8906,23.4472,0.42808199999999996,3.9719900000000004,11.3904
S100A7,6.579160000000001,0.0,150.357,1.0745200000000001,21.4672,1.5830600000000001,0.0,1.43858,2.50147,0.183064,0.0
S100A8,3.4999599999999997,0.865534,72.5769,0.912848,4.7933699999999995,0.543271,5.27527,0.300674,10.1171,1.17487,0.24511599999999997
SCRG1,23.221999999999998,2.90619,0.0,51.566,0.9672209999999999,0.06643660000000001,76.7889,12.8088,4.35705,12.0128,14.0368
SEMA3C,89.189,5.4474599999999995,17.0593,14.4221,140.37,302.366,1.9699400000000002,61.7731,79.0897,5.74939,30.6627
SERHL2,5.02658,0.718039,0.0,2.41741,12.6058,185.863,1.30511,1.4883600000000001,185.252,7.25241,7.426839999999999
SFRP1,35.3095,11.2555,4.72912,41.9017,16.7954,1.4594,23.9901,59.0984,1.82529,14.8229,8.06581
SIDT1,0.9090090000000001,2.17142,43.0664,1.0019,1.63791,37.3052,1.73806,1.39344,17.5978,10.5153,0.512936
SOX10,3.84721,1.45691,0.0,4.406619999999999,0.0526336,0.0,0.549191,1.60505,0.07225039999999999,0.8560700000000001,0.35642199999999996
SPDEF,0.141878,0.0,0.9830120000000001,0.026727499999999998,3.06071,4.93238,0.485162,0.25425,16.2187,1.04728,0.0
SPRR1B,0.09447810000000001,0.0,0.512416,0.42824700000000004,0.10400699999999999,0.0,0.0,0.0,0.0,0.0,0.0
SPTLC2,28.7351,12.505999999999998,8.20777,51.2638,168.345,128.374,22.3435,27.3687,298.634,37.9832,30.6108
SRPX,12.4869,1.2381,0.476734,7.25335,3.51456,8.902000000000001,1.7645400000000002,3.8546400000000003,10.7163,2.86267,2.00317
TCF7L1,11.751,15.7481,5.27969,51.5262,8.4502,4.8579099999999995,9.31606,21.0061,6.46698,16.9241,4.14436
TFAP2B,1.18026,0.0,1.15901,0.631304,6.84501,92.3299,0.318333,1.01875,34.228,3.51015,0.0
THBS4,8.67223,20.2648,2.09302,6.38016,6.72779,219.377,5.10417,18.6862,10.0685,10.0297,2.09436
TNFAIP8,5.97248,25.2009,45.8522,12.7164,16.5976,15.4619,31.3755,11.3972,28.6406,31.349,18.9576
TNFSF10,24.8142,16.3129,57.3512,14.0494,21.0228,138.21200000000002,16.7768,9.12321,158.82,24.6704,25.2807
TRIM68,7.67148,0.240721,0.415434,3.50355,2.0903099999999997,0.8044979999999999,1.0104600000000001,1.05924,5.53874,4.6321,3.06815
TSC22D3,7.24202,0.7524390000000001,8.925939999999999,9.533710000000001,16.4595,20.2465,3.52469,2.52544,35.7546,10.3469,10.0686
UBD,0.0,41.4485,74.485,1.25475,1.46836,5.86496,5.88761,20.0174,2.0899999999999995e-27,10.8372,13.958
UGT2B28,0.0,0.262825,0.0,0.803126,0.036528,2.69945,0.0,2.47028,4.88119,9.48852,0.07032260000000001
XBP1,26.3139,23.6254,38.2012,62.5597,53.3026,740.561,47.3865,21.5179,282.606,22.5333,53.1686
ZCCHC24,0.75321,0.411487,0.0,0.80106,2.49551,0.0629094,0.0,0.144769,2.6722099999999998,0.361983,0.00902465
