gene_short_name,V515-06187-A1,TNT-194,TNT-14,TNT-105,TNT-152,TNT-274,TNT-141,TNT-133,TNT-139,TNT-177,TNT-201
ABCA8,1.07397,13.5865,1.6867900000000002,31.9528,28.3027,1.8778700000000002,68.4435,75.7969,4.2190199999999995,9.29659,6.476459999999999
ADRA2A,0.196819,0.308895,0.10451700000000001,0.0701431,0.562541,0.0,1.30754,0.598187,0.358636,0.268389,0.195692
AKAP12,3.7524300000000004,10.3491,2.1604400000000004,9.491489999999999,19.0715,2.2822400000000003,7.146210000000001,6.895230000000001,4.57451,2.95332,12.689
ALDH3B2,34.613,2.39483,5.56607,0.0,134.872,4.415109999999999,2.52334,15.4526,4.68061,8.06703,8.55663
APOD,101.54799999999999,20.1919,10.9277,114.32,3238.15,1713.18,265.92900000000003,152.924,1392.61,139.493,127.635
ART3,19.2103,91.6903,31.6725,17.1801,0.0,9.25212,0.0,16.1857,83.5008,4.00471,64.8882
ASPN,31.1651,138.753,9.50099,168.207,89.7133,14.8356,101.719,99.3177,37.7036,37.577,46.2732
AZGP1,64.9749,56.8318,31.8473,9.073,678.875,9.61207,113.574,81.6664,111.613,95.197,651.6469999999999
BLVRB,6.57613,2.5283599999999997,7.24225,0.431008,9.51428,0.0,1.96374,3.9630300000000003,1.9139400000000002,3.74146,2.21732
C7,0.29143,2.26536,0.419171,5.95524,41.1971,0.905123,3.17775,10.3059,5.49728,0.643378,4.18576
CCL5,1.03708,4.1447400000000005,6.555389999999999,6.4528300000000005,12.9609,1.5013299999999998,13.5378,11.4843,4.08448,7.50898,3.4542599999999997
CD36,36.5005,52.8562,19.3488,49.5897,35.2708,6.41063,83.8034,123.501,19.0127,57.821000000000005,37.1595
CD52,5.15236,30.274,20.7734,19.3671,82.2545,13.366,19.6056,56.1498,12.3884,35.5903,17.2804
CDC20,19.1111,12.6889,23.4345,3.94257,4.505269999999999,3.08772,0.047745800000000005,9.27248,39.6781,29.8034,15.1737
CHI3L1,52.4824,14.9525,14.9398,5.77056,0.786117,6.41977,0.177651,0.874603,11.9292,11.0398,27.7612
COL2A1,124.822,11.6999,0.8622049999999999,4.955830000000001,0.0,0.114744,0.0,0.0,14.4149,246.99099999999999,0.10346400000000001
COL5A1,145.37,142.66299999999998,30.3356,51.5344,108.13799999999999,20.4873,76.7943,68.0468,75.3596,179.114,60.1661
COL5A2,202.313,192.696,32.3981,93.8971,322.448,25.2911,68.5018,83.052,97.3976,152.07399999999998,118.01899999999999
CRAT,3.09639,6.37593,12.9929,3.66532,31.2169,1.1721,17.8855,2.03308,2.73225,0.280142,6.1247300000000005
CROT,17.2031,6.02665,3.9923599999999997,11.0311,26.5717,2.95221,5.49525,6.0225,11.9831,10.992,3.2792
CXCL10,2.29941,67.1186,29.3048,20.2306,11.4495,325.168,28.4844,6.53556,66.1195,36.2774,34.8583
CXCL11,0.642556,6.4196599999999995,6.51251,4.0881099999999995,0.0,35.8203,17.67,0.0,28.2921,1.8448200000000001,7.684660000000001
CXCL13,0.0413495,13.1159,7.50828,5.1081900000000005,15.7339,3.7417,0.0,4.97297,4.47169,0.0,6.53752
CYP4F8,0.048019099999999995,0.602536,0.0,1.98386,15.6348,0.285248,0.0,0.0,0.0,2.7660400000000003,0.0988321
DBI,412.371,534.099,145.792,33.3223,565.778,228.334,89.2729,172.40099999999998,272.91700000000003,138.371,624.9159999999999
DEFB1,3.16262,0.0,2.8024400000000003,1.66839,0.0,0.0,0.0,0.41695600000000005,0.762547,0.0,2.52093
DHCR24,38.1374,14.7549,86.3851,4.70632,94.5633,13.0241,49.9297,64.1324,18.4995,18.1352,19.4007
DUSP5,2.6614299999999997,4.691269999999999,6.16071,2.66086,2.4487099999999997,0.0136769,20.0687,0.0,7.58368,9.42159,3.4079599999999997
FABP7,2.25652,15.2167,1.2532,5.16667,235.75900000000001,0.8470850000000001,0.0,0.0,4.85553,9.038260000000001,0.46985200000000005
FASN,124.609,8.69055,69.7638,0.486821,218.648,2.94285,74.7024,36.0783,26.8524,22.3397,22.2212
FGFR4,2.32432,2.7408099999999997,0.547024,0.5812229999999999,15.2911,1.53433,0.0,0.416916,0.487249,4.81442,0.47448199999999996
FGL2,2.48121,6.571739999999999,3.2164200000000003,3.3641199999999998,11.0158,3.1543200000000002,5.29114,10.1991,4.2316199999999995,3.7914,2.43645
