gene_short_name,V515-06187-A1,TNT-62,TNT-299,TNT-208,TNT-218,TNT-122,TNT-293,TNT-105,TNT-182,TNT-245,TNT-56
COL5A2,202.313,69.9364,49.6448,119.762,6.21086,98.3706,33.3523,93.8971,167.34400000000002,12.1055,67.1142
CRAT,3.09639,2.38769,4.597519999999999,5.62084,0.5931930000000001,12.8588,2.8111599999999997,3.66532,4.193169999999999,6.39344,1.48946
CROT,17.2031,6.43286,13.238,21.1445,12.5985,15.5807,6.16501,11.0311,4.71211,14.0462,24.9742
CXCL10,2.29941,48.9493,37.0993,21.9312,39.2311,3.21177,140.839,20.2306,167.102,69.0365,383.87300000000005
CXCL11,0.642556,6.47729,5.7525699999999995,2.78925,3.00026,1.2700799999999999,34.2832,4.0881099999999995,20.1739,12.5715,91.8946
CXCL13,0.0413495,19.8752,4.014880000000001,13.4793,63.1377,41.2549,11.5668,5.1081900000000005,8.864289999999999,43.5915,24.9641
CYP4F8,0.048019099999999995,0.46795200000000003,2.01316,11.5078,2.6428700000000003,5.13195,73.73899999999999,1.98386,0.0,10.0754,0.0
DBI,412.371,120.785,210.795,363.298,52.9657,132.105,89.8314,33.3223,255.49599999999998,37.6406,601.0269999999999
DEFB1,3.16262,0.0,1.58477,1.37071,0.263783,2.30633,1.13114,1.66839,0.832102,10.5864,7.80312
DHCR24,38.1374,18.6129,7.01083,112.684,24.8616,40.2215,25.4588,4.70632,57.4009,29.3965,14.4239
DUSP5,2.6614299999999997,3.2934900000000003,4.161490000000001,13.306,2.54009,7.6909600000000005,14.419,2.66086,8.58565,5.5220400000000005,8.5035
FABP7,2.25652,49.2833,8.852910000000001,0.301185,0.101355,1.3582100000000001,0.0,5.16667,0.320356,0.0,0.131606
FASN,124.609,9.07795,2.40165,9.89772,3.9148099999999997,23.2501,27.7993,0.486821,2.86796,1.73233,1.08924
FGFR4,2.32432,1.12382,2.10462,0.446859,1.14783,13.4066,7.47289,0.5812229999999999,0.0,0.0,0.0
FGL2,2.48121,6.69295,4.40214,6.86792,6.97558,7.33065,5.11273,3.3641199999999998,9.52411,11.3854,10.4282
FOXA1,1.38574,5.66134,1.74342,139.02,0.06618439999999999,51.809,141.468,6.09365,8.27237,18.2225,94.0994
FOXC1,9.10755,32.0002,41.9665,2.76586,33.0458,10.7241,1.44127,61.004,15.3841,10.5082,3.08754
GABRP,8.66089,410.733,3.8757300000000003,2.12072,1786.59,29.9995,0.8925059999999999,176.33599999999998,1005.45,591.755,24.0058
GALNT7,12.4003,12.125,14.0614,67.8158,15.9673,167.87900000000002,27.0483,29.8458,12.5692,38.4835,16.1462
GBP1,41.394,540.702,101.95700000000001,105.891,121.512,42.1939,105.46700000000001,96.5449,698.158,138.955,172.96099999999998
GCHFR,0.42253100000000005,0.08474169999999999,0.0,0.30635500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR87,0.9514879999999999,1.6389799999999999,3.18233,0.183902,1.34816,4.2657,0.345952,4.51039,0.516754,2.33446,1.19563
GZMB,1.4986,6.41301,1.1810200000000002,12.2091,6.5088,0.0,1.97432,10.8126,14.4144,8.37932,8.3297
HGD,4.21735,3.7083,5.35348,2.81248,0.947161,106.495,9.78665,17.1976,1.69461,0.0,6.980580000000001
HTRA1,91.2943,37.4484,29.4327,73.8624,6.942660000000001,61.1959,17.1681,22.7408,102.285,10.2875,45.2441
IDO1,0.29142399999999996,33.6168,5.30639,9.37852,7.720560000000001,1.45754,5.33777,21.6275,10.5988,54.218999999999994,22.2742
IGFBP4,13.3498,0.729982,0.510139,1.30095,0.257484,4.318980000000001,0.42808599999999997,2.6949799999999997,0.994875,0.650443,0.331702
IGHM,55.218999999999994,1047.04,3.53685,463.994,115.053,149.828,78.512,7.7482,156.569,253.91299999999998,81.8868
IGJ,20.0186,377.01599999999996,33.8066,406.11300000000006,103.21799999999999,391.611,192.232,30.9685,296.668,224.59799999999998,668.235
IGKC,182.34599999999998,9856.55,90.5595,6576.43,1657.02,1651.75,728.295,125.6,2932.66,2347.46,2605.97
IL23A,0.049007300000000004,0.264702,0.44470299999999996,0.0,0.9967530000000001,0.22266599999999998,0.37344299999999997,0.0,0.0,1.12968,0.0
IL33,0.8833290000000001,0.178782,0.618799,8.277989999999999,3.07428,11.6046,0.348064,4.22781,4.035819999999999,7.17298,2.91535
INPP4B,37.1722,13.0048,7.82662,29.8777,6.77033,47.8111,10.0589,15.5322,10.1651,50.3025,14.4201
ITM2A,5.13433,10.9137,10.8233,14.9446,21.6812,35.3177,7.607880000000001,6.29941,35.8787,16.9192,46.8189
JAM2,11.2143,5.82519,7.395589999999999,6.14658,1.74953,19.7106,1.93265,8.829460000000001,6.3976,7.403580000000001,19.8815
KCNK5,7.320460000000001,1.83848,0.9591649999999999,0.20579099999999997,0.897033,0.0,0.533724,0.482227,1.76055,0.478414,0.0
KIAA1324,6.46799,10.6981,17.3401,109.37899999999999,23.9853,63.3608,37.4749,7.3353399999999995,25.3218,11.1041,7.8991
KMO,1.44589,4.93658,11.9762,9.141210000000001,13.1631,116.902,11.3961,8.78243,1.57964,14.3286,50.1273
KRT14,118.37100000000001,234.524,25.6825,0.181523,3.41339,23.6489,0.118683,49.623000000000005,192.158,3.2952199999999996,7.29144
KRT16,91.0343,51.2569,56.8354,3.55465,24.6943,4.22319,0.45031099999999996,14.972999999999999,91.2358,72.4084,36.1925
KRT17,105.34700000000001,248.891,26.0235,0.600122,84.8878,43.6087,0.10699000000000002,73.9639,365.74,50.6806,8.14297
KRT6A,54.2242,39.3992,44.845,8.43293,136.69799999999998,9.99283,1.64438,49.8643,53.3406,501.908,11.6377
KRT6B,86.6584,14.9447,37.9913,0.298235,47.0151,18.1158,0.044044,8.31075,46.4606,57.1734,0.743279
KYNU,14.7879,6.555810000000001,5.05969,26.8288,9.0285,106.193,31.2463,17.2198,12.2051,51.3641,60.5616
LBP,0.573258,0.18548199999999998,15.463,3.46219,0.642543,9.0043,4.93654,0.669962,12.4536,3.3036300000000005,3.02324
LHFP,2.0952,0.220629,0.40642399999999995,2.59058,0.639737,2.36497,0.48818199999999995,0.9068860000000001,1.32484,0.786022,1.4274799999999999
MFAP4,1.60954,1.2682799999999999,1.01978,6.0048,2.82112,9.003919999999999,0.652204,0.276358,2.04239,3.01022,8.58787
MIA,21.0747,35.4567,36.2504,0.82752,26.1396,0.200932,0.51859,4.42199,6.42661,2.5009900000000003,0.0
MID1,36.2366,39.6211,19.6522,26.7608,13.0964,26.9929,21.0676,17.305999999999997,24.2511,53.1071,17.1153
MYBL1,4.603619999999999,33.6012,63.3801,6.4873400000000006,7.97081,10.8959,23.7944,29.0446,19.1182,24.6381,15.0244
NEK2,17.1321,25.2029,32.8681,4.71088,5.3237,5.502330000000001,25.7407,21.2469,12.3498,10.7359,25.9521
NTN3,0.023557599999999998,0.0,0.0,0.0,0.0487584,0.0,0.0,0.0,0.0,0.0,0.0
OGN,1.27872,9.35918,14.3594,5.90913,10.2367,65.0528,19.9502,24.8683,8.4231,23.8909,48.4188
PI3,0.0,0.8526950000000001,19.5937,0.538994,25.1613,4.50633,0.630875,3.8761300000000003,5.8118,9.06803,0.792696
PLEKHB1,14.583,2.45002,2.5600099999999997,0.41071899999999995,2.25284,0.09812080000000001,0.13943,0.41018599999999994,0.536067,0.1661,0.0
PMAIP1,1.6239299999999999,4.94654,4.82886,0.108547,1.89773,2.0992,0.839744,4.45515,0.49776400000000004,1.51889,0.0
PSMB9,0.0,15.7677,5.5591,10.6131,22.0108,6.54708,8.91372,4.74485,10.517000000000001,13.948,5.67696
PTGDS,1.49063,0.579019,2.39453,7.60203,3.1605,4.698980000000001,0.31455900000000003,1.51005,1.53705,5.40318,3.40536
RARRES3,10.7933,17.812,7.0246699999999995,59.575,48.2855,14.3735,43.7136,0.474576,40.3436,20.4484,35.2318
RTP4,0.772275,3.40133,3.77599,0.763183,4.38933,2.3561799999999997,2.4733,3.08054,1.94452,2.42213,0.165472
S100A1,196.638,20.1712,32.7335,12.8427,2.1712599999999997,2.8046599999999997,0.361616,1.14229,7.35982,0.429034,0.0
S100A7,6.579160000000001,0.45343500000000003,7.09766,0.836478,6.70688,4709.52,6.687069999999999,0.287052,4.83983,10.0773,11.3459
S100A8,3.4999599999999997,0.860568,24.8919,3.90436,5.3621300000000005,479.663,2.92903,2.19215,3.06508,23.884,30.4107
SCRG1,23.221999999999998,15.5805,35.6581,1.54064,2.0477,7.695880000000001,1.0085,8.46354,2.32754,3.6547,0.0
SEMA3C,89.189,18.5492,37.7756,89.8808,54.7683,121.884,25.0484,11.2917,33.6478,53.3267,104.979
SERHL2,5.02658,0.8482200000000001,0.5387390000000001,23.9761,0.398353,33.662,71.7846,1.23294,2.16735,6.5431,12.1442
SFRP1,35.3095,50.8834,11.8774,2.9735099999999997,9.11303,11.1975,0.0869003,9.92695,9.46982,0.0,4.7891900000000005
SIDT1,0.9090090000000001,2.8378,2.94446,17.9819,10.4605,14.3831,19.8668,7.382060000000001,1.16947,15.6307,24.3258
SOX10,3.84721,2.12555,2.03024,0.20005799999999999,0.09406239999999999,0.074546,0.0,0.136748,1.41359,0.0,0.0
SPDEF,0.141878,0.125309,0.868376,4.01216,0.0,5.45354,5.742999999999999,0.17005699999999999,0.0,0.0,1.59912
SPRR1B,0.09447810000000001,0.0,0.278642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTLC2,28.7351,30.4717,26.9449,177.357,33.454,60.5191,165.09400000000002,17.4526,74.3666,36.6645,52.2154
SRPX,12.4869,3.95488,2.8907,2.6516,0.6244350000000001,10.919,1.01191,1.8690799999999999,5.445119999999999,0.502636,5.61139
TCF7L1,11.751,18.6337,10.5965,4.7443,16.0211,3.87754,2.2856099999999997,7.84506,17.4982,4.091080000000001,5.5587599999999995
TFAP2B,1.18026,1.32869,2.20139,63.8229,0.0511936,94.7121,93.3454,3.45665,0.296831,0.586359,34.3267
THBS4,8.67223,2.546,8.9721,17.0684,4.25511,246.52,5.02284,6.39966,34.1712,1.9508900000000002,23.8532
TNFAIP8,5.97248,17.2372,8.407010000000001,34.1046,37.9827,30.0768,9.34912,14.0833,28.5502,68.8324,38.1764
TNFSF10,24.8142,6.9446,8.92687,26.7468,30.9646,33.9192,83.9819,14.3237,18.4707,44.0606,102.78
TRIM68,7.67148,2.36306,1.65405,2.18424,3.6204699999999996,11.3454,2.4563200000000003,6.166530000000001,1.91287,1.58243,0.825205
TSC22D3,7.24202,6.88048,13.1949,32.9086,13.5572,29.7131,10.5057,1.22046,7.29858,13.0707,28.3239
UBD,0.0,17.5477,2.67944,13.3971,85.5883,3.1804900000000003,3.7799999999999995e-11,11.7216,124.22399999999999,35.3229,13.7983
UGT2B28,0.0,1.48948,6.18025,1.10677,0.0,0.597445,0.08143539999999999,22.5777,0.034224300000000006,0.617993,4.225169999999999
XBP1,26.3139,85.7476,22.8505,148.80200000000002,25.345,280.469,139.92,17.2361,78.4326,112.54299999999999,65.331
ZCCHC24,0.75321,0.124046,0.17440899999999998,1.13434,0.351457,3.13315,0.298602,0.624831,0.8638319999999999,0.0,0.152013
