gene_short_name,V515-06187-A1,TNT-240,TNT-62,TNT-53,TNT-121,TNT-139,TNT-4,TNT-218,TNT-281,TNT-224,TNT-167
ABCA8,1.07397,4.2240400000000005,6.7904800000000005,12.7482,3.9618800000000003,4.2190199999999995,37.7185,0.23111700000000002,39.0365,11.0932,2.02615
ADRA2A,0.196819,0.0,0.33839400000000003,0.09945930000000001,0.0,0.358636,4.021059999999999,1.2081600000000001,0.0,0.5215270000000001,0.0
AKAP12,3.7524300000000004,4.96255,11.6889,2.72579,11.4793,4.57451,17.7207,2.32421,10.6971,12.9614,7.73556
ALDH3B2,34.613,0.0,0.22072399999999998,0.586071,2.11688,4.68061,42.5699,16.6609,4.0044699999999995,4.94473,172.847
APOD,101.54799999999999,0.97078,305.796,108.63600000000001,39.2727,1392.61,2583.61,3.9072,0.10930699999999999,72.6231,7071.89
ART3,19.2103,267.907,30.5461,384.85,10.847999999999999,83.5008,0.0,42.4891,34.497,2.7877400000000003,0.0
ASPN,31.1651,11.6138,53.1139,30.5316,56.5755,37.7036,315.638,8.27807,7.35584,241.52200000000002,45.1213
AZGP1,64.9749,1.1711799999999999,169.28900000000002,239.112,13.4647,111.613,298.58,17.1262,48.4283,3.9754199999999997,166.08900000000003
BLVRB,6.57613,1.01991,2.32839,2.26478,1.03409,1.9139400000000002,7.36637,1.33646,0.0,3.5285300000000004,25.1259
C7,0.29143,0.303186,0.517314,2.08852,0.278673,5.49728,8.536660000000001,14.321,18.9547,1.91188,0.157557
CCL5,1.03708,56.2359,6.883839999999999,29.3619,6.49841,4.08448,13.302999999999999,2.72617,6.88903,3.2060000000000004,1.86065
CD36,36.5005,0.331216,14.0796,35.2486,39.211999999999996,19.0127,100.477,5.77646,17.1781,20.0619,25.8007
CD52,5.15236,225.58700000000002,22.6616,13.2733,0.0,12.3884,48.9762,124.915,13.2159,21.1463,26.8185
CDC20,19.1111,1.93134,14.1862,16.9774,15.5014,39.6781,2.9675599999999998,6.84373,44.7677,10.5139,4.66745
CHI3L1,52.4824,12.467,18.4108,47.8151,13.9052,11.9292,5.7134,50.4066,10.2393,3.66954,1.77787
COL2A1,124.822,12.0136,68.7017,31.4125,20.653000000000002,14.4149,0.149369,0.31563800000000003,6.1441099999999995,0.014313,1.9458900000000001
COL5A1,145.37,6.52259,60.9466,57.393,112.066,75.3596,225.483,11.295,57.647,156.747,147.642
COL5A2,202.313,13.8008,69.9364,62.0196,133.695,97.3976,308.353,6.21086,29.8201,292.85200000000003,115.101
CRAT,3.09639,4.80961,2.38769,4.58664,5.6090800000000005,2.73225,14.7289,0.5931930000000001,0.0595784,4.7487900000000005,22.9121
CROT,17.2031,0.07272569999999999,6.43286,3.7599699999999996,9.7,11.9831,47.6286,12.5985,6.07646,20.3725,39.1676
CXCL10,2.29941,630.34,48.9493,1027.76,25.2886,66.1195,39.4233,39.2311,63.3418,35.6,8.31703
