gene_short_name,V515-06187-A1,TNT-1,TNT-2,TNT-3,TNT-4,TNT-6,TNT-8,TNT-13,TNT-14,TNT-16,TNT-18,TNT-20,TNT-24,TNT-26,TNT-27,TNT-30,TNT-33,TNT-35,TNT-41,TNT-44,TNT-45,TNT-48,TNT-49,TNT-50,TNT-53,TNT-54,TNT-56,TNT-57,TNT-58,TNT-62,TNT-65,TNT-67,TNT-69,TNT-71,TNT-73,TNT-76,TNT-79,TNT-80,TNT-81,TNT-82,TNT-83,TNT-85,TNT-92,TNT-94,TNT-98,TNT-100,TNT-104,TNT-105,TNT-111,TNT-113,TNT-115,TNT-117,TNT-121,TNT-122,TNT-123,TNT-132,TNT-133,TNT-134,TNT-138,TNT-139,TNT-141,TNT-152,TNT-154,TNT-157,TNT-158,TNT-166,TNT-167,TNT-177,TNT-182,TNT-183,TNT-186,TNT-187,TNT-192,TNT-194,TNT-195,TNT-197,TNT-201,TNT-202,TNT-204,TNT-208,TNT-209,TNT-210,TNT-211,TNT-214,TNT-217,TNT-218,TNT-219,TNT-220,TNT-223,TNT-224,TNT-225,TNT-227,TNT-231,TNT-234,TNT-238,TNT-239,TNT-240,TNT-245,TNT-252,TNT-259,TNT-265,TNT-267,TNT-269,TNT-270,TNT-271,TNT-272,TNT-274,TNT-275,TNT-277,TNT-278,TNT-281,TNT-282,TNT-283,TNT-288,TNT-289,TNT-293,TNT-296,TNT-297,TNT-299,TNT-300,TNT-304,TNT-310,TNT-311,TNT-313,TNT-318,TNT-321,TNT-322,TNT-325,TNT-326,TNT-328,17-00097-1_S9_cufflinks,17-00099-0_S15_cufflinks,17-00100-2_S17Aligned_cufflinks,17-00101-5_S19Aligned_cufflinks,17-00103-7_S3Aligned_cufflinks,17-00104-2_S7Aligned_cufflinks,17-00105-7_S10_cufflinks,17-00107-9_S10Aligned_cufflinks,17-00108-5_S18Aligned_cufflinks,17-00109-8_S14Aligned_cufflinks,17-00110-9_S15Aligned_cufflinks,17-00111-2_S4_cufflinks,17-00112-1_S7_cufflinks,17-00113-4_S11_cufflinks,17-00114-7_S13_cufflinks,17-00116-9_S2Aligned_cufflinks,17-00118-2_S5Aligned_cufflinks,17-00119-5_S5_cufflinks,17-00121-8_S12_cufflinks,17-00122-1_S1_cufflinks,17-00123-8_S16Aligned_cufflinks,17-00124-3_S12Aligned_cufflinks,17-00125-8_S13Aligned_cufflinks,17-00127-8_S3Aligned_cufflinks,17-00131-5_S8Aligned_cufflinks,17-00132-8_S16Aligned_cufflinks,17-00139-2_S9Aligned_cufflinks,17-00140-2_S2_cufflinks,17-00141-7_S14Aligned_cufflinks,17-00143-5_S2Aligned_cufflinks,17-00149-2_S3_cufflinks,17-00152-9_S4Aligned_cufflinks,17-00156-7_S13Aligned_cufflinks,17-00157-0_S11Aligned_cufflinks,17-00159-1_S1Aligned_cufflinks,17-00160-1_S2Aligned_cufflinks,17-00163-6_S7Aligned_cufflinks,17-00165-0_S10Aligned_cufflinks,17-00166-3_S11Aligned_cufflinks,17-00174-6_S15Aligned_cufflinks,17-00212-8_S3Aligned_cufflinks,17-00214-4_S8Aligned_cufflinks,17-00243-6_S9Aligned_cufflinks,17-00252-2_S13Aligned_cufflinks,17-00258-5_S5Aligned_cufflinks,17-00269-8_S12Aligned_cufflinks,17-00270-5_S14Aligned_cufflinks,17-00271-8_S16Aligned_cufflinks,17-00280-7_S4Aligned_cufflinks,17-00283-0_S6Aligned_cufflinks
GPR87,0.951488,7.8752,0,0.823973,0,0.480814,0,8.19588,0.958196,0.616439,0.886211,11.7334,4.14233,0.826563,5.22374,0.514935,0.702407,0.895159,1.23257,3.86145,3.55765,10.7434,0,4.06842,0.657897,0.134264,1.19563,1.00728,3.10629,1.63898,1.341,0.16933,2.20498,1.21789,5.26291,2.75671,0.265473,2.53209,0.404947,0.755197,0.163561,0.274371,1.65936,3.501,1.56249,1.30861,0.679588,4.51039,0.301862,0,0.799525,1.68203,2.2259,4.2657,0.511436,7.79938,0,1.02462,0.255178,8.56737,1.54697,0,7.91863,0.402631,2.75591,0.296476,0,8.35425,0.516754,3.20705,0,0.828652,0,0.84336,0.499684,1.3995,8.07324,0.157315,5.54019,0.183902,0.611755,1.70914,0,1.90972,1.77664,1.34816,0.96726,8.70819,2.6789,5.18365,5.90917,1.74954,0,2.69066,2.2105,2.76913,0.106292,2.33446,0.766842,7.69994,0.251076,0,1.85309,0.524503,3.44062,2.13819,0,1.75632,0.583424,0,0.519255,2.89692,1.11957,0.800444,0.776639,0.345952,3.55664,1.51442,3.18233,1.8344,11.4268,3.60517,31.4702,0.22917,0.376912,0,0.811492,42.6912,0.820931,0,0,0.738929,0.98858,0.842406,0.0857639,21.0117,0.160558,0,0.289317,0,0,0.635927,0.195888,1.64538,0,0.775497,1.69062,0.173787,1.04821,3.38113,0.403662,0,0,3.83835,1.20162,0,0,4.25574,0,0,0.0731343,0,0,0.58282,0.104302,0.0774054,0.133773,0.0951555,8.13279,4.33496,0.166368,0.205251,0.461623,0.048275,0.0741723,0.632517,1.74747,2.26563,0.14515,0.176977
GZMB,1.4986,15.83,29.9223,0.08602,1.33328,0.835723,4.6982,4.32756,2.58473,0.716539,12.0025,0.237031,18.8047,0.119188,0,1.30313,15.5177,24.6299,2.83215,1.57691,3.96746,0.420355,7.11879,2.96307,5.61985,22.9207,8.3297,1.48368,5.09338,6.41301,0,1.42534,2.27449,4.58183,3.86003,6.6532,2.91701,18.5237,8.98988,0.117183,1.84185,0.156752,12.6172,0,10.0195,8.78789,4.66964,10.8126,2.45732,37.6163,7.92905,24.1368,0.0918933,0,1.45646,31.8713,0.114792,5.87952,1.47182,0.105476,0.816927,0,16.5766,6.50588,10.3752,0.587438,0,1.7166,14.4144,3.32715,1.24923,0.52895,2.56301,6.66218,14.8104,26.022,2.32191,4.89034,5.68281,12.2091,12.1013,17.1947,2.34563,3.38941,16.9195,6.5088,4.36542,29.3709,0,3.73822,1.69408,47.2509,4.58215,11.2726,12.1068,17.8403,54.2343,8.37932,8.41786,32.7245,7.25821,0.709413,3.47409,0.665224,7.38486,2.63024,17.3612,23.4412,6.83507,8.82977,6.77791,3.24596,0.77617,0.375847,0.211303,1.97432,8.28493,1.0732,1.18102,2.33611,2.90341,30.9291,2.90159,3.70516,8.29775,1.34449,2.85827,14.0912,4.26578,0,1.86027,3.81677,8.62832,2.00797,6.38493,0,1.21038,1.17603,3.03103,8.07085,2.38321,11.3656,6.01382,2.88027,1.6308,2.04875,0,4.79188,0.501315,2.81597,8.73698,1.12176,6.68157,0,5.46104,8.95933,2.88385,5.9785,0.557907,2.22425,21.1877,0,0,4.43361,4.56122,3.31634,1.03451,23.5314,0.877462,1.89397,2.31003,3.3492,5.20754,2.13779,9.66196,3.95032,6.61711,4.72534,3.98824,7.94791
HGD,4.21735,15.9397,6.07336,2.09291,6.88391,22.4211,0,0,0.59584,71.809,0.255356,7.81192,3.29947,0.244245,1.32979,0.539208,0,65.5599,2.83641,2.59817,0.926136,0,0,2.01073,0.533701,9.23906,6.98058,13.2817,0.15142,3.7083,34.0338,22.0706,0.0599395,4.08314,0,0.21181,0.746105,59.0274,5.39687,1.94968,1.96698,0.344177,2.84976,0,15.2235,0.638701,0,17.1976,24.7993,0,1.74789,0.958811,2.93827,106.495,12.8727,10.573,0,0,1.58196,0.34505,28.3891,92.871,0,2.29015,0.951151,8.57844,59.5357,0,1.69461,30.1309,0,5.11633,25.9325,1.71567,0.884692,0,9.23699,6.72724,7.77397,2.81248,0,1.94053,0,0,0,0.947161,5.92545,1.22995,98.4728,6.23131,3.43558,0.211731,6.21582,1.42092,2.00744,0.97463,0.0418277,0,1.45083,5.68914,0.775345,0,2.32145,63.5226,29.4843,0.707048,3.81734,0.400065,0.278291,2.51632,8.12714,10.2078,6.59139,1.92722,1.87352,9.78665,6.16313,7.77662,5.35348,2.68364,0.424599,1.62972,0.233995,0.120586,2.33301,0,0.723087,0,0.946356,9.04949,0.17512,1.41826,0.449058,0.573859,1.21189,2.79309,10.301,0,1.29588,0,3.19875,2.98406,5.72912,1.52329,4.69812,3.62948,0.460552,0.634893,6.06733,6.37271,0.826148,7.50475,0,27.7859,0.948775,2.49273,0.178331,1.28299,3.67167,12.1696,19.0091,0,509.638,5.07111,0.833944,0.248937,24.1865,1.43833,2.14065,9.09241,26.6912,4.26171,3.72477,138.276,9.84492,0.353446,27.7762,23.7782,83.8595,1.72268
HTRA1,91.2943,36.8865,34.4731,135.755,291.691,151.88,19.4989,16.2643,16.6235,194.898,77.4917,226.529,59.9396,169.942,21.1824,72.8846,42.0242,92.7031,105.02,135.477,23.6414,72.5206,33.8866,121.513,18.0935,64.1031,45.2441,72.1096,10.4044,37.4484,51.2842,211.365,27.0333,21.8461,18.7356,69.2555,13.3035,11.7082,20.6326,63.3716,89.2542,26.8807,40.4089,4.24438,37.2753,46.1997,55.0878,22.7408,201.751,22.529,27.1148,17.8627,51.2061,61.1959,12.3716,81.7669,57.5539,62.1455,69.6612,37.3821,57.1879,142.922,15.4234,21.359,46.2655,135.492,34.9726,78.6975,102.285,35.1959,107.346,98.4168,118.212,63.7738,145.913,13.698,69.6793,12.8885,28.7803,73.8624,4.80522,13.053,5.43417,15.8426,10.9488,6.94266,58.4941,33.9299,36.1322,140.532,176.986,23.2036,30.4542,33.9002,6.35896,14.7131,6.53994,10.2875,5.43078,40.9797,9.89311,3.74508,76.2697,28.7858,12.6539,34.512,10.6053,40.4474,92.2482,26.2691,9.95982,4.14392,30.5015,82.3084,82.6346,17.1681,15.8886,50.6764,29.4327,15.2161,30.6134,34.0357,73.8052,49.7,120.001,8.17597,89.2861,11.641,7.84756,22.5486,44.1674,17.2681,55.8889,101.754,113.456,6.07297,146.353,226.924,10.4438,154.797,9.9117,194.174,21.3345,48.8061,218.9,112.858,47.1622,75.21,107.586,27.5882,151.223,49.397,84.7862,2.7259,5.30595,105.08,12.2357,22.5779,106.556,10.2802,142.372,0,22.5573,120.1,47.9099,38.5339,14.6065,52.5467,76.5058,38.6136,212.056,68.2334,381.336,49.4055,30.3202,40.5043,156.508,221.531,47.9654,267.781
IDO1,0.291424,6.85727,30.9316,0.955533,1.58873,3.83281,56.6511,3.55293,5.88304,1.57799,23.029,1.62899,44.933,0.879626,2.01125,6.29501,27.4319,32.8161,11.853,11.717,4.55117,9.82597,0.588023,8.63063,14.6102,22.9377,22.2742,1.98322,0,33.6168,4.34486,1.93921,2.31777,4.2683,9.27438,18.8168,6.60208,10.3645,7.92839,1.13221,13.1393,1.25972,3.55287,0,41.407,26.7969,6.65627,21.6275,1.66038,39.3203,35.7412,24.9349,1.02489,1.45754,5.15896,25.0906,0,0,5.92848,44.8251,0,0.843558,0,12.8347,4.99432,6.50028,4.55458,10.2732,10.5988,16.4467,4.64251,26.4344,3.9493,5.87991,28.6191,6.26838,6.72199,7.40508,29.6198,9.37852,40.1029,11.5801,38.5196,40.6568,21.7554,7.72056,11.2391,41.4352,0,23.0307,3.65246,9.18626,86.3031,12.2501,34.2077,11.0866,3.4327,54.219,15.7534,56.6019,21.2085,4.07781,7.54905,1.39216,23.1689,4.83116,10.4194,21.4754,33.9794,3.05783,24.7108,39.4807,3.09202,2.89899,0.400109,5.33777,32.1341,2.3577,5.30639,58.7348,6.73041,38.4846,1.69027,7.03383,31.5634,10.8723,2.73532,166.96,17.2985,4.34852,4.31044,3.97728,48.9137,1.78266,8.94561,0,1.67701,0,2.49456,0,3.8729,9.7812,1.5041,3.82295,7.6962,3.61266,0,11.7061,1.6029,8.7964,13.8538,29.3957,0,0,17.0065,5.1959,5.62665,27.5373,0.683896,2.11836,95.1002,0,81.5059,0.71657,19.2801,9.38429,1.14673,16.5229,10.7333,21.1778,2.55753,22.6298,3.18678,3.06081,8.022,30.934,19.0683,9.55688,4.65914,8.13453
IGFBP4,13.3498,16.5499,3.42292,1.3785,7.64763,6.3947,3.16559,2.78036,2.86242,5.33575,3.41105,2.1182,5.12951,1.37054,0.227153,6.21226,3.58334,4.31,6.11079,6.03804,0.610431,4.21509,3.39401,3.08424,2.04998,2.86017,0.331702,4.93166,0.824005,0.729982,1.04424,4.49856,0.690966,2.86954,1.43517,3.32934,0.0413832,0.690163,0.6105,2.68022,1.48589,1.20676,2.38984,1.46345,3.38196,1.63244,1.3245,2.69498,3.91104,2.82959,0.507902,1.75791,13.2206,4.31898,0.238274,7.65827,10.6492,5.52265,3.77543,8.66618,2.98923,7.36641,0.0520306,2.9835,1.16772,8.68595,7.20852,9.74421,0.994875,4.12808,11.6178,4.45422,3.45961,4.61299,7.54149,0.243162,3.59441,0.876592,1.63285,1.30095,0.523827,0.756397,0.972145,0.927897,0.823572,0.257484,2.90062,2.13012,0.0345322,1.96772,0.558173,0.125222,2.07548,6.813,0.341642,0.245478,0.0745325,0.650443,0,0.438883,0.701976,0,0.457959,0.30803,0.158976,1.16592,0.249551,0.682398,0.298384,0.34994,0.510661,0.515297,0.49661,5.49812,2.99541,0.428086,0.627519,2.95592,0.510139,0.976242,0.532935,0.379314,0.923907,1.0656,3.62924,0.201905,1.50953,4.30028,1.0725,1.25259,7.92264,4.1304,18.1202,10.0909,19.3841,9.80542,52.3011,63.5614,11.6234,20.7561,21.2055,48.2344,6.50565,12.6485,21.2358,37.0916,70.1925,18.3406,40.6251,18.099,18.2695,45.4229,60.3488,8.38525,2.89407,34.9053,4.64699,12.5501,37.1521,2.56719,90.761,0,0,25.3081,7.13662,3.68364,4.64398,20.4877,9.77887,18.0548,19.16,20.0795,42.5683,13.3171,18.7336,8.82504,22.6642,57.7482,6.40402,19.7173
IGHM,55.219,62.2751,1396.31,2.26941,43.9422,37.4842,109.855,57.5582,144.626,9.79983,607.324,3.89927,187.014,3.04095,44.0223,25.1123,640.558,1198.52,119.191,50.9729,60.1804,143.437,353.006,119.376,45.6794,126.71,81.8868,31.8551,1.92816,1047.04,8.82801,336.393,26.5525,232.999,92.9612,245.813,28.8508,86.5714,61.1895,3.46944,842.693,15.7823,68.2459,5.60384,227.045,2633.01,62.7591,7.7482,595.725,268.148,497.514,803.919,5.04659,149.828,46.5165,172.449,144.781,20.2621,2048.59,55.1274,32.3916,329.702,104.776,350.832,21.4105,34.2624,10.0345,14.0452,156.569,158.059,35.694,10.0265,67.8109,32.755,1091.9,9.50982,111.221,110.23,241.665,463.994,143.454,213.528,64.7857,111.369,902.723,115.053,168.525,59.7954,22.3816,13.8008,6.72957,108.37,483.259,185.139,199.737,235.714,597.353,253.913,106.34,136.843,305.596,61.7722,44.5514,39.0876,56.023,17.8612,5.69487,10.3864,60.5221,94.4486,213.67,466.114,5.19747,1.60124,8.20091,78.512,34.2648,8.56503,3.53685,81.722,58.2375,16.8415,11.8723,804.47,50.3045,12.2838,22.8218,148.997,250.338,18.2147,0,0,0,0,362.516,0,0,119.759,213.124,0,70.363,511.359,0,0,0,0,86.3239,0,0,0,0,152.941,31.0737,117.986,145.031,0,0,707.6,0,19.4641,0,36.7639,0,37.0321,0,261.798,18.7739,0,189.21,13.6533,103.525,0,0,0,0,0,377.424,336.897,125.662,419.759
IGJ,20.0186,22.5761,761.952,3.71254,218.31,13.2475,60.6776,192.972,39.4167,25.0265,234.809,3.56719,472.398,21.932,68.2601,71.54,692.748,1876.16,43.2346,252.016,113.147,427.307,545.047,101.14,140.383,802.568,668.235,40.1732,1.072,377.016,44.1014,2010.26,138.646,506.164,384.288,103.539,11.7896,74.4326,177.291,17.1841,829.929,28.9327,224.462,0.571862,353.98,1101.02,363.991,30.9685,212.216,155.94,970.496,225.572,0.109246,391.611,86.7227,370.1,651.057,53.8699,667.293,65.2352,151.693,568.173,46.9569,302.263,77.067,14.8734,113.28,44.6267,296.668,56.6484,13.7983,42.1971,845.132,30.8332,373.709,136.438,71.1984,146.929,968.825,406.113,278.422,256.643,182.497,159.628,400.73,103.218,240.695,192.062,49.1445,39.1471,36.8565,237.062,690.221,72.7743,234.559,255.014,100.612,224.598,328.976,120.395,266.589,78.6381,195.931,97.7094,155.781,87.5275,71.1838,52.2957,585.126,361.046,378.825,419.336,27.8626,4.11939,3.92075,192.232,37.8897,5.5107,33.8066,477.129,358.417,50.8293,167.984,696.573,30.7047,73.5181,90.7233,45.9523,141.021,28.6686,23.1658,285.552,238.876,23.2122,336.337,4.29243,234.137,35.7426,86.6554,275.119,33.6758,628.329,250.085,33.6241,235.514,462.423,279.787,848.005,1857.11,47.9516,136.656,159.86,110.391,38.8323,34.6306,113.281,13.1953,104.183,196.381,4.32342,242.193,0,45.924,39.9957,77.3318,93.7332,13.3345,254.797,121.97,20.4514,50.9066,94.8326,501.588,328.423,229.526,113.142,149.074,446.489,139.326,267.344
IGKC,182.346,396.902,30004.8,14.9245,980.865,532.116,695.666,298.136,9184.18,214.34,1594.26,48.9523,11973.6,127.93,396.311,887.219,12164.7,9549.54,735.399,928.331,5655.79,1551.45,3743.13,1160.89,503.449,3790.35,2605.97,1984.64,8.48629,9856.55,138.829,9916.74,701.15,2492.68,2785.71,3662.27,313.287,668.733,1570.97,21.7669,11160.5,544.65,1125.71,84.4972,8207.61,13908.6,1291.64,125.6,1492.04,5559.58,13844.9,5939.7,29.2,1651.75,5601.96,1759.1,3728.87,1214.16,12117.4,623.875,368.829,12039.2,1253.87,5900.1,5458.16,116.018,481.564,102.776,2932.66,2465.71,604.516,272.14,2130.1,600.582,10105,3670.73,2074.26,1651.13,3663.16,6576.43,1074.44,1661.32,664.077,2153.64,4419.39,1657.02,8029.29,872.279,291.998,711.236,343.623,1861.88,7960.46,2509.63,1223.26,1565.35,7653.8,2347.46,992.901,1516.83,2069.78,338.281,5166.69,2435.65,924.153,1785.49,137.195,3001.92,2331.36,1159.8,2270.71,4173.32,801.068,30.4239,59.211,728.295,1035.63,22.8967,90.5595,3901.31,2858.74,198.732,654.382,16377.5,1016.39,261.971,4574.11,1067.08,5790.14,73.3224,5865.29,13083.9,6672.11,420.755,5557.59,66.0953,3004.06,1401.24,11833.8,1201.25,1866.18,11731,11629.5,606.637,8047.69,3684.97,1148.8,5155.81,5230.68,4727.08,4362.61,2589.9,689.578,1588.56,2381.84,8891.08,146.428,2567.62,2241.32,62.7069,1951.67,613.677,5465.48,412.756,14095.2,3271.85,961.871,9760.16,2977.05,533.576,3990.24,5541.41,8367.3,6002.41,3962.3,1150.07,8345.27,2529.53,1796.2,3901.46
IL23A,0.0490073,0.0712402,1.4892,0,0,0.130425,0,0,0,0,0,0.0986849,0.229037,0.083901,0.133329,0,0,1.05001,0.0998765,0,0.226546,0,0.890747,0.391571,0.253118,0.360752,0,0.0454602,0,0.264702,0,0.110175,1.17162,0.520363,0.40242,0.232573,0.144319,0,0.305157,0,0.265761,0,0.239774,0,0.100267,0.111458,0,0,0,0,0.353477,0.872439,0,0.222666,0,0,0.243693,0,0,0,0,0,0,0,0,0.351562,0,0,0,0.225056,0,0.283266,0,0,0,1.75919,0,0,0,0,0,0.0733852,0,0,0,0.996753,0,0.0685048,0.241058,0.0655361,0.0341362,0,0,0,0.734684,0.342107,0,1.12968,0,0,0.339316,0,0,0,0,0.22579,0,0.993935,0,0,0.147824,0,0,0.195698,0,0.373443,4.28803,0.39657,0.444703,0.0811747,0.206189,0.378659,0,0.246941,0.153345,0,0.175262,0,0,0,0,0.299525,0.209331,0,0,0,0,0,0.187825,2.68049,0.15148,0.273034,0,0.619544,0.144022,0,0,0.749035,0,1.13321,0.164242,0,0,0,0.157318,0,0.0988448,0.175638,0.239204,0,0,0,0,0.0591049,0,0.0419799,0.0545834,0.15506,0.123057,0.294789,0.649216,0,0.173444,0.314108,0.362634,6.55169,0,0,0.158848,0
IL33,0.883329,0.878771,1.94905,0.206585,5.82513,1.10622,0.914559,1.92829,0.458886,3.71591,6.74491,10.6749,1.20917,1.17252,4.7099,0.679134,5.79688,5.41154,1.35198,10.2893,0.455691,12.198,0,0.928946,0.556894,13.8928,2.91535,0.692623,0,0.178782,0,13.0023,0.411647,3.52311,4.19605,0.642472,0.0865132,1.69859,0.335632,0.64512,0.475432,2.95705,3.0914,0,6.88301,4.16297,9.4019,4.22781,0.690708,1.15545,1.235,1.801,0.120374,11.6046,2.03419,7.50391,3.54569,2.26428,0,1.02143,2.97647,9.99245,0,2.45861,2.00852,0.900668,0,0,4.03582,2.54692,9.13099,2.94859,13.1507,0.234677,7.68482,0.097186,2.09151,21.1157,2.37094,8.27799,11.9004,21.638,3.07225,2.23115,7.43529,3.07428,5.45782,11.5935,0.690947,0.255235,1.94563,3.88299,10.9333,2.84467,13.7201,21.9688,0.268377,7.17298,15.2296,0.602038,8.02907,0,1.73481,0.765195,3.25231,3.8106,0.489173,1.72384,22.9963,1.50942,1.07443,7.39602,0.553965,0.20175,0.925937,0.348064,1.301,3.82804,0.618799,0.469805,0.159485,1.29778,3.43029,0.673393,0.296424,0.654726,1.37403,0.101108,1.2426,0,0.470318,2.63393,0.665625,0,3.651,1.19507,2.46716,7.38764,1.09261,2.62703,0.338005,2.74182,0.0231033,2.72849,2.26153,8.58171,13.1878,10.104,15.1477,0.951573,1.91067,20.4372,3.16025,0,1.05634,17.0119,0.441675,4.0518,1.8586,0.40103,8.54754,0,0,3.79564,0.859708,0.236836,0.150471,5.68884,0.485035,2.28455,1.88996,0.159488,5.03543,3.52174,4.04765,2.21377,1.67979,7.25951,0.668787,4.89805
INPP4B,37.1722,63.8126,40.8309,8.7244,26.069,45.7751,4.79361,6.21043,12.2175,24.1274,19.7162,100.885,13.4709,13.2894,17.0103,14.2863,26.1551,51.7312,9.88193,35.38,10.6943,32.1903,34.4208,17.8934,7.19501,70.1898,14.4201,6.03674,7.69827,13.0048,7.39271,53.3911,4.95234,8.29696,9.91178,26.9969,2.69464,50.2206,11.2516,11.6467,16.3814,12.045,22.7429,29.8417,53.2174,16.4583,22.5329,15.5322,59.8419,46.5469,21.6641,14.0739,2.65465,47.8111,7.55487,53.3265,9.4802,7.97554,16.7371,14.4823,49.4555,40.6346,27.0667,17.0085,19.4816,18.4035,46.8411,1.63841,10.1651,26.3032,38.1567,18.0585,27.5809,11.2239,45.4741,6.59133,7.49991,4.15032,15.7299,29.8777,56.2819,29.0362,29.2064,11.1627,64.1763,6.77033,47.1711,37.2771,33.6431,29.1727,14.5634,29.7754,81.5535,34.7775,43.5411,27.6685,8.53091,50.3025,58.8828,13.6166,25.6114,16.9244,9.69757,108.733,7.73724,7.69379,1.88666,6.37368,60.0802,31.4489,3.00811,3.2087,12.8883,2.2043,1.94168,10.0589,4.70777,22.1376,7.82662,13.55,7.3277,16.2271,11.0164,7.73018,18.8154,6.40754,11.0585,48.1165,14.8552,2.22397,25.3966,10.0338,10.2353,3.88367,15.0117,7.46138,30.0611,18.2547,8.1298,23.4842,11.4627,24.0991,7.44908,8.61467,14.0964,44.9221,50.4525,42.2099,42.4202,14.2795,9.8588,31.2191,22.2753,4.56173,6.39065,26.0415,2.05355,10.305,25.1375,21.6831,41.3692,40.7486,106.644,15.8445,11.3144,7.95597,6.14113,32.4208,10.4929,19.0709,32.4049,11.7989,31.7449,20.183,20.8078,6.02461,53.969,30.2415,28.0165,8.44424
ITM2A,5.13433,5.07621,68.16,17.8944,15.3956,25.4941,2.28009,44.1535,4.72404,19.3476,45.3222,9.31718,17.2039,6.31847,13.3371,3.2629,68.1398,65.8933,5.75863,43.8775,7.11034,45.5061,11.7709,4.17182,12.1728,48.3458,46.8189,23.561,0,10.9137,1.16608,35.0003,6.33672,17.6113,7.0714,7.44424,4.53031,24.3508,6.43805,6.76956,15.1301,13.6575,23.8877,0,25.0447,43.1574,22.7929,6.29941,9.24223,24.0381,24.0371,27.0888,6.71579,35.3177,15.3539,144.044,5.67412,4.33379,42.6476,5.5162,0,61.5291,0,15.7734,7.52579,7.83349,25.8363,0,35.8787,14.9501,20.667,2.13291,22.2147,11.2737,29.3389,0.294242,9.83011,12.912,35.1851,14.9446,31.2676,39.1693,33.4304,11.7579,54.1887,21.6812,46.4792,15.027,1.07971,7.06133,33.9687,28.7881,66.1656,15.4977,50.0355,41.0562,0.105632,16.9192,45.778,18.4724,28.377,13.6795,9.52181,3.51921,8.80392,2.52249,3.16641,4.27775,14.5216,18.3801,68.0098,28.7268,9.52588,7.76191,4.83082,7.60788,7.45732,74.1134,10.8233,11.406,14.73,6.27794,13.8727,27.5243,26.9578,8.80774,8.41023,3.70503,2.49321,2.31869,5.86859,12.7708,8.71832,0.930089,12.7233,3.30896,19.0463,34.7873,6.95836,21.3658,2.72788,19.0709,5.68974,6.46899,12.9495,74.617,22.506,46.61,109.881,3.90784,21.2797,37.63,8.81775,0,12.5426,31.5453,6.84793,5.21597,6.32241,2.56933,21.2462,17.7311,0,12.4601,8.41499,8.61838,2.36489,23.9956,6.25922,5.51003,13.1332,2.32602,51.0475,17.6302,20.5502,9.43338,6.66802,67.9227,17.5325,34.0268
JAM2,11.2143,2.33896,7.89353,12.8064,17.8065,8.80717,7.85367,18.4318,2.37097,11.9239,11.1208,7.33381,5.36198,10.5988,4.79038,6.0877,19.6988,10.3561,6.84661,28.1835,6.61829,26.8603,7.40184,6.59347,4.91331,25.4863,19.8815,6.3534,0.212544,5.82519,3.3337,22.9359,5.17669,6.04114,7.17962,5.43176,15.1859,5.70313,1.8402,4.3044,4.95407,16.8022,7.05302,0,5.26081,8.00646,17.7037,8.82946,13.8203,3.97831,3.7899,2.2762,8.22005,19.7106,2.93659,10.4549,8.22675,8.43175,0.342646,1.85318,2.19326,14.2398,0.476561,12.3479,5.91537,3.25852,1.4835,0,6.3976,2.14025,9.36512,9.50237,26.995,9.66172,18.4024,5.83636,5.22017,2.03046,6.60453,6.14658,8.83228,9.67866,16.7301,3.4278,6.64111,1.74953,6.03214,23.5515,4.30702,12.0033,14.1057,12.2004,1.47935,2.30841,6.92667,8.91494,0.0881896,7.40358,8.81388,2.31682,3.63227,11.8907,9.30236,5.26089,5.62351,2.1981,2.83227,15.0548,10.6435,14.3004,5.9953,1.80038,0.335613,13.6999,13.9681,1.93265,5.70155,8.94908,7.39559,1.85186,3.37066,5.41631,9.94855,5.56231,9.58214,21.0118,14.3878,12.4208,4.36864,0.0612626,2.99247,2.30041,8.92198,5.13911,8.33709,3.64272,18.7018,26.792,2.33619,29.9117,2.65935,11.2274,1.48826,6.65171,7.29828,38.1645,36.0985,17.4894,43.4717,8.03298,12.335,11.1531,19.4021,17.1649,1.4881,10.9357,1.87263,2.42791,10.662,0.444035,35.404,0,0,11.2515,2.70201,3.97655,1.97447,11.0835,2.39053,5.43396,12.1372,4.97098,29.0208,11.0531,6.89795,5.72804,14.5784,20.8529,25.3646,15.3358
